DATE,CATEGORY,LAT,LON
1987.02,cocoa,-12.9722184,-38.5014136
1987.02,"grain,wheat,corn,barley,oat,sorghum",47.7510741,-120.7401385
1987.02,"veg-oil,linseed,lin-oil,soy-oil,sun-oil,soybean,oilseed,corn,sunseed,grain,sorghum,wheat",-34.6036844,-58.3815591
1987.02,earn,43.1565779,-77.6088465
1987.02,acq,40.8428759,-73.2928943
1987.02,earn,36.9741171,-122.0307963
1987.02,"earn,acq",41.49932,-81.6943605
1987.02,earn,41.8781136,-87.6297982
1987.02,earn,38.2526647,-85.7584557
1987.02,earn,41.8781136,-87.6297982
1987.02,"wheat,grain",47.7510741,-120.7401385
1987.02,copper,40.7127753,-74.0059728
1987.02,earn,38.2526647,-85.7584557
1987.02,earn,40.7127753,-74.0059728
1987.02,earn,40.486427,-86.1336033
1987.02,housing,47.7510741,-120.7401385
1987.02,earn,37.5407246,-77.4360481
1987.02,earn,32.9756415,-96.8899636
1987.02,earn,54.283113,-0.399752
1987.02,earn,43.653226,-79.3831843
1987.02,earn,40.7127753,-74.0059728
1987.02,coffee,51.5073509,-0.1277583
1987.02,"acq,ship",40.6584212,-74.2995928
1987.02,acq,40.7127753,-74.0059728
1987.02,sugar,47.7510741,-120.7401385
1987.02,trade,-22.9068467,-43.1728965
1987.02,reserves,-41.2864603,174.776236
1987.02,ship,47.7510741,-120.7401385
1987.02,earn,41.2565369,-95.9345034
1987.02,earn,44.6402434,-93.1435497
1987.02,earn,41.8781136,-87.6297982
1987.02,"grain,corn",47.7510741,-120.7401385
1987.02,money-supply,47.7510741,-120.7401385
1987.02,ship,38.6270025,-90.1994042
1987.02,earn,29.7604267,-95.3698028
1987.02,earn,34.0522342,-118.2436849
1987.02,earn,47.7510741,-120.7401385
1987.02,acq,29.7604267,-95.3698028
1987.02,"veg-oil,soybean,oilseed,meal-feed,soy-meal",47.7510741,-120.7401385
1987.02,earn,36.6915262,-79.8725386
1987.02,earn,25.7616798,-80.1917902
1987.02,coffee,51.5073509,-0.1277583
1987.02,money-supply,40.7127753,-74.0059728
1987.02,money-supply,40.7127753,-74.0059728
1987.02,earn,40.7127753,-74.0059728
1987.02,earn,41.1414717,-73.3579049
1987.02,earn,41.0534302,-73.5387341
1987.02,earn,44.9211836,-93.4687489
1987.02,earn,38.9338676,-77.1772604
1987.02,earn,34.7464809,-92.2895948
1987.02,earn,45.5016889,-73.567256
1987.02,acq,47.7510741,-120.7401385
1987.02,"grain,wheat,corn,oat,rye,sorghum,soybean,oilseed",39.0997265,-94.5785667
1987.02,earn,42.6525793,-73.7562317
1987.02,money-supply,-41.2864603,174.776236
1987.02,cotton,47.7510741,-120.7401385
1987.02,sugar,47.7510741,-120.7401385
1987.02,"grain,ship",45.5122308,-122.6587185
1987.02,earn,40.3356483,-75.9268747
1987.02,money-supply,40.7127753,-74.0059728
1987.02,acq,40.7127753,-74.0059728
1987.02,money-supply,40.7127753,-74.0059728
1987.02,earn,41.1414717,-73.3579049
1987.02,"carcass,livestock",47.7510741,-120.7401385
1987.02,earn,45.5016889,-73.567256
1987.02,grain,47.7510741,-120.7401385
1987.02,acq,47.7510741,-120.7401385
1987.02,earn,41.7620842,-72.7420151
1987.02,crude,40.7127753,-74.0059728
1987.02,acq,39.9611755,-82.9987942
1987.02,earn,41.7620842,-72.7420151
1987.02,acq,29.7604267,-95.3698028
1987.02,acq,47.7510741,-120.7401385
1987.02,grain,47.7510741,-120.7401385
1987.02,earn,44.9917149,-93.3600034
1987.02,earn,34.0736204,-118.4003563
1987.02,earn,51.0486151,-114.0708459
1987.02,earn,34.0522342,-118.2436849
1987.02,earn,37.7749295,-122.4194155
1987.02,crude,40.7127753,-74.0059728
1987.02,earn,32.7766642,-96.7969879
1987.02,earn,43.653226,-79.3831843
1987.02,earn,33.5206608,-86.80249
1987.02,earn,40.8453761,-73.3351179
1987.02,earn,40.7127753,-74.0059728
1987.02,acq,47.7510741,-120.7401385
1987.02,acq,51.0486151,-114.0708459
1987.02,earn,47.7510741,-120.7401385
1987.02,acq,41.9915062,-72.7017741
1987.02,earn,33.6845673,-117.8265049
1987.02,earn,43.653226,-79.3831843
1987.02,earn,34.0522342,-118.2436849
1987.02,earn,37.7749295,-122.4194155
1987.02,earn,45.5016889,-73.567256
1987.02,earn,45.5016889,-73.567256
1987.02,earn,40.7127753,-74.0059728
1987.02,nat-gas,40.7127753,-74.0059728
1987.02,"cpi,gnp",48.856614,2.3522219
1987.02,"grain,wheat",47.7510741,-120.7401385
1987.02,earn,43.7695604,11.2558136
1987.02,acq,49.2827291,-123.1207375
1987.02,acq,45.5016889,-73.567256
1987.02,earn,45.5016889,-73.567256
1987.02,crude,40.7127753,-74.0059728
1987.02,"grain,corn",47.7510741,-120.7401385
1987.02,crude,40.7127753,-74.0059728
1987.02,earn,43.653226,-79.3831843
1987.02,"grain,corn,oat",47.7510741,-120.7401385
1987.02,money-supply,-41.2864603,174.776236
1987.02,acq,32.96179,-96.8291685
1987.02,"veg-oil,oilseed,meal-feed,soybean,soy-oil,soy-meal",41.8781136,-87.6297982
1987.02,earn,32.715738,-117.1610838
1987.02,earn,44.977753,-93.2650108
1987.02,money-supply,40.7127753,-74.0059728
1987.02,"cpi,gnp",48.856614,2.3522219
1987.02,earn,32.715738,-117.1610838
1987.02,crude,29.7604267,-95.3698028
1987.02,earn,33.4941704,-111.9260519
1987.02,cpi,35.6894875,139.6917064
1987.02,earn,34.1477849,-118.1445155
1987.02,money-supply,-41.2864603,174.776236
1987.02,"money-fx,interest",35.6894875,139.6917064
1987.02,interest,35.6894875,139.6917064
1987.02,"gnp,bop",-35.2809368,149.1300092
1987.02,"grain,rice",13.7563309,100.5017651
1987.02,"soybean,red-bean,oilseed",35.6894875,139.6917064
1987.03,coffee,51.5073509,-0.1277583
1987.03,interest,41.9027835,12.4963655
1987.03,"grain,wheat,rice,veg-oil,soybean,sugar,rubber,copra-cake,corn,palm-oil,palmkernel,coffee,tea,plywood,soy-meal,cotton",-6.17511,106.8650395
1987.03,crude,29.31166,47.481766
1987.03,crude,-6.17511,106.8650395
1987.03,"grain,wheat",39.9041999,116.4073963
1987.03,crude,26.0667,50.5577
